x-axis,B
second,Volt
-5.700E-03,-250.000E-03
-5.600E-03,-343.750E-03
-5.500E-03,-468.750E-03
-5.400E-03,-531.250E-03
-5.300E-03,-546.875E-03
-5.200E-03,-484.375E-03
-5.100E-03,-359.375E-03
-5.000E-03,-250.000E-03
-4.900E-03,-156.250E-03
-4.800E-03,-125.000E-03
-4.700E-03,-187.500E-03
-4.600E-03,-281.250E-03
-4.500E-03,-406.250E-03
-4.400E-03,-484.375E-03
-4.300E-03,-500.000E-03
-4.200E-03,-437.500E-03
-4.100E-03,-296.875E-03
-4.000E-03,-171.875E-03
-3.900E-03,-93.750E-03
-3.800E-03,-62.500E-03
-3.700E-03,-140.625E-03
-3.600E-03,-234.375E-03
-3.500E-03,-359.375E-03
-3.400E-03,-421.875E-03
-3.300E-03,-421.875E-03
-3.200E-03,-343.750E-03
-3.100E-03,-203.125E-03
-3.000E-03,-78.125E-03
-2.900E-03,+0.0E+00
-2.800E-03,-0.0E+00
-2.700E-03,-62.500E-03
-2.600E-03,-187.500E-03
-2.500E-03,-296.875E-03
-2.400E-03,-359.375E-03
-2.300E-03,-343.750E-03
-2.200E-03,-234.375E-03
-2.100E-03,-140.625E-03
-2.000E-03,+0.0E+00
-1.900E-03,+46.875E-03
-1.800E-03,+78.125E-03
-1.700E-03,-31.250E-03
-1.600E-03,-140.625E-03
-1.500E-03,-250.000E-03
-1.400E-03,-281.250E-03
-1.300E-03,-234.375E-03
-1.200E-03,-140.625E-03
-1.100E-03,-31.250E-03
-1.000E-03,+93.750E-03
-900E-06,+140.625E-03
-800E-06,+109.375E-03
-700E-06,+31.250E-03
-600E-06,-78.125E-03
-500E-06,-171.875E-03
-400E-06,-203.125E-03
-300E-06,-171.875E-03
-200E-06,-62.500E-03
-100E-06,+78.125E-03
+0.0E+00,+156.250E-03
+100E-06,+203.125E-03
+200E-06,+187.500E-03
+300E-06,+109.375E-03
+400E-06,-31.250E-03
+500E-06,-109.375E-03
+600E-06,-125.000E-03
+700E-06,-93.750E-03
+800E-06,+31.250E-03
+900E-06,+140.625E-03
+1.000E-03,+250.000E-03
+1.100E-03,+281.250E-03
+1.200E-03,+265.625E-03
+1.300E-03,+156.250E-03
+1.400E-03,+31.250E-03
+1.500E-03,-46.875E-03
+1.600E-03,-46.875E-03
+1.700E-03,+0.0E+00
+1.800E-03,+125.000E-03
+1.900E-03,+218.750E-03
+2.000E-03,+312.500E-03
+2.100E-03,+343.750E-03
+2.200E-03,+328.125E-03
+2.300E-03,+203.125E-03
+2.400E-03,+109.375E-03
+2.500E-03,+31.250E-03
+2.600E-03,+15.625E-03
+2.700E-03,+109.375E-03
+2.800E-03,+203.125E-03
+2.900E-03,+312.500E-03
+3.000E-03,+406.250E-03
+3.100E-03,+421.875E-03
+3.200E-03,+359.375E-03
+3.300E-03,+265.625E-03
+3.400E-03,+171.875E-03
+3.500E-03,+78.125E-03
+3.600E-03,+109.375E-03
+3.700E-03,+171.875E-03
+3.800E-03,+296.875E-03
+3.900E-03,+390.625E-03
+4.000E-03,+468.750E-03
+4.100E-03,+484.375E-03
+4.200E-03,+421.875E-03
+4.300E-03,+296.875E-03
+4.400E-03,+218.750E-03
+4.500E-03,+156.250E-03
+4.600E-03,+218.750E-03
+4.700E-03,+250.000E-03
+4.800E-03,+343.750E-03
+4.900E-03,+468.750E-03
+5.000E-03,+515.625E-03
+5.100E-03,+515.625E-03
+5.200E-03,+484.375E-03
+5.300E-03,+375.000E-03
+5.400E-03,+296.875E-03
+5.500E-03,+234.375E-03
+5.600E-03,+281.250E-03
+5.700E-03,+359.375E-03
+5.800E-03,+468.750E-03
+5.900E-03,+531.250E-03
+6.000E-03,+578.125E-03
+6.100E-03,+562.500E-03
+6.200E-03,+515.625E-03
+6.300E-03,+437.500E-03
+6.400E-03,+359.375E-03
+6.500E-03,+312.500E-03
+6.600E-03,+343.750E-03
+6.700E-03,+437.500E-03
+6.800E-03,+515.625E-03
+6.900E-03,+593.750E-03
+7.000E-03,+640.625E-03
+7.100E-03,+625.000E-03
+7.200E-03,+578.125E-03
+7.300E-03,+484.375E-03
+7.400E-03,+390.625E-03
+7.500E-03,+390.625E-03
+7.600E-03,+421.875E-03
+7.700E-03,+484.375E-03
+7.800E-03,+593.750E-03
