X (Hz),Y (dBV),
16328.9,-89.35326,
16347.97,-77.1419,
16367.05,-72.95977,
16386.13,-78.35622,
16405.2,-75.98032,
16424.28,-70.35184,
16443.35,-74.98692,
16462.43,-92.39304,
16481.5,-94.08994,
16500.58,-75.86448,
16519.66,-70.60799,
16538.73,-69.87887,
16557.81,-72.13536,
16576.88,-75.31259,
16595.96,-72.74274,
16615.04,-69.34409,
16634.11,-67.07118,
16653.19,-72.0011,
16672.26,-78.35318,
16691.34,-73.43627,
16710.41,-73.38424,
16729.49,-65.61858,
16748.57,-65.36819,
16767.64,-76.76846,
16786.72,-70.58866,
16805.79,-66.60387,
16824.87,-65.75285,
16843.95,-64.81864,
16863.02,-65.28001,
16882.1,-69.53557,
16901.17,-67.74112,
16920.25,-65.40643,
16939.32,-65.29452,
16958.4,-66.39616,
16977.47,-70.16277,
16996.55,-66.65475,
17015.63,-63.62843,
17034.7,-64.88278,
17053.78,-68.57335,
17072.86,-70.13339,
17091.93,-67.7832,
17111.01,-66.54588,
17130.08,-74.20999,
17149.16,-83.48629,
17168.23,-74.83472,
17187.31,-70.65551,
17206.38,-72.05843,
17225.46,-77.82281,
17244.54,-75.30298,
17263.61,-69.54003,
17282.69,-69.59896,
17301.76,-75.63218,
17320.84,-77.83252,
17339.92,-72.1919,
17358.99,-76.8653,
17378.07,-70.16158,
17397.14,-68.16814,
17416.22,-71.45919,
17435.29,-77.2931,
17454.37,-69.72466,
17473.45,-68.65852,
17492.52,-73.39489,
17511.6,-74.36334,
17530.67,-72.44203,
17549.75,-85.1792,
17568.83,-72.5652,
17587.9,-69.17436,
17606.98,-70.79225,
17626.05,-78.5395,
17645.13,-75.50156,
17664.21,-71.11955,
17683.28,-71.30479,
17702.36,-79.01962,
17721.43,-92.99475,
17740.51,-69.75941,
17759.58,-66.6971,
17778.66,-69.18292,
17797.74,-70.07507,
17816.81,-67.54307,
17835.89,-64.37363,
17854.96,-64.91264,
17874.04,-69.0418,
17893.12,-68.58848,
17912.19,-65.74142,
17931.27,-65.4545,
17950.34,-66.26507,
17969.42,-69.19912,
17988.49,-67.09299,
18007.57,-65.33156,
18026.64,-66.24033,
18045.72,-67.05762,
18064.8,-68.42511,
18083.87,-76.37852,
18102.95,-70.08234,
18122.03,-65.42943,
18141.1,-69.20667,
18160.18,-76.80936,
18179.25,-73.43452,
18198.33,-82.74725,
18217.4,-69.8532,
18236.48,-68.92048,
18255.55,-72.34674,
18274.63,-74.60978,
18293.71,-75.45657,
18312.78,-72.16742,
18331.86,-71.65866,
18350.93,-74.22976,
18370.01,-84.42615,
18389.09,-95.70731,
18408.16,-79.75589,
18427.24,-71.56255,
18446.31,-72.40427,
18465.39,-83.98318,
18484.46,-76.21677,
18503.54,-75.56517,
18522.62,-84.04654,
18541.69,-81.52447,
18560.77,-75.58659,
18579.84,-73.30178,
18598.92,-81.63606,
18618,-78.6143,
18637.07,-77.00578,
18656.15,-76.2462,
18675.22,-78.36987,
18694.3,-82.04706,
18713.38,-73.11384,
18732.45,-70.21324,
18751.53,-72.09486,
18770.6,-76.55898,
18789.68,-82.7421,
18808.75,-76.13139,
18827.83,-83.09325,
18846.91,-81.7886,
18865.98,-77.27321,
18885.06,-75.07687,
18904.13,-72.72324,
18923.21,-72.21558,
18942.29,-71.76566,
18961.36,-71.2648,
18980.44,-74.19572,
18999.51,-84.35181,
19018.59,-86.21502,
19037.66,-80.43817,
19056.74,-78.79629,
19075.81,-74.81632,
19094.89,-70.15927,
19113.97,-69.27552,
19133.04,-75.72726,
19152.12,-80.97564,
19171.19,-72.6119,
19190.27,-72.89803,
19209.35,-75.81035,
19228.42,-75.77338,
19247.5,-75.5724,
19266.57,-76.04881,
19285.65,-77.28999,
19304.72,-74.83697,
19323.8,-72.04462,
19342.88,-75.3161,
19361.95,-88.14203,
19381.03,-77.82986,
19400.1,-74.40726,
19419.18,-75.82465,
19438.26,-77.31553,
19457.33,-74.1639,
19476.41,-76.9463,
19495.48,-78.09497,
19514.56,-73.05133,
19533.63,-74.41728,
19552.71,-82.60421,
19571.79,-93.09029,
19590.86,-105.5774,
19609.94,-93.7065,
19629.01,-92.47034,
19648.09,-80.72118,
19667.17,-75.27924,
19686.24,-74.22427,
19705.32,-75.72351,
19724.39,-83.69324,
19743.47,-89.96269,
19762.54,-93.35555,
19781.62,-87.6073,
19800.7,-80.45303,
19819.77,-81.35024,
19838.85,-108.4273,
19857.92,-82.02132,
19877,-79.31821,
19896.08,-80.72861,
19915.15,-82.07455,
19934.23,-85.41718,
19953.3,-85.69685,
19972.38,-79.00226,
19991.46,-77.09396,
20010.53,-76.07977,
20029.61,-77.63385,
20048.68,-77.93373,
20067.76,-77.27682,
20086.83,-77.73183,
20105.91,-78.11672,
20124.98,-81.35174,
20144.06,-82.90565,
20163.14,-81.29952,
20182.21,-90.69836,
20201.29,-84.36159,
20220.36,-78.28287,
20239.44,-79.92926,
20258.52,-84.47009,
20277.59,-87.0273,
20296.67,-96.92992,
20315.74,-89.76694,
20334.82,-87.54375,
20353.89,-98.08471,
20372.97,-89.3927,
20392.05,-84.18324,
20411.12,-82.34624,
20430.2,-82.34893,
20449.27,-81.86514,
20468.35,-80.74456,
20487.43,-85.61057,
20506.5,-96.1959,
20525.58,-87.16353,
20544.65,-89.06081,
20563.73,-93.42109,
20582.8,-99.6313,
20601.88,-99.94342,
20620.96,-101.2265,
20640.03,-98.55605,
20659.11,-91.14182,
20678.18,-90.87425,
20697.26,-94.32975,
20716.34,-94.49368,
20735.41,-93.0062,
20754.49,-90.66315,
20773.56,-90.6492,
20792.64,-92.49945,
20811.71,-87.31925,
20830.79,-68.4011,
20849.87,-58.46214,
20868.94,-55.76791,
20888.02,-60.37391,
20907.09,-73.06033,
20926.17,-71.16545,
20945.24,-61.14138,
20964.32,-56.09864,
20983.4,-58.29543,
21002.47,-67.92037,
21021.55,-88.40469,
21040.63,-103.1175,
21059.7,-109.6904,
21078.78,-108.7669,
21097.85,-101.8153,
21116.93,-99.82315,
21136,-111.9762,
21155.08,-95.68166,
21174.15,-94.27696,
21193.23,-106.9939,
21212.31,-96.14956,
21231.38,-94.33208,
21250.46,-96.25039,
21269.53,-92.36804,
21288.61,-89.29885,
21307.69,-89.41436,
21326.76,-96.33477,
21345.84,-90.44589,
21364.91,-85.39822,
21383.99,-87.90953,
21403.06,-88.42949,
21422.14,-86.49855,
21441.22,-85.02122,
21460.29,-86.12494,
21479.37,-91.55931,
21498.44,-86.24287,
21517.52,-85.99735,
21536.6,-88.71219,
21555.67,-84.96133,
21574.75,-84.03131,
21593.82,-81.77736,
21612.9,-79.14544,
21631.97,-85.3022,
21651.05,-90.86036,
21670.13,-82.7814,
21689.2,-84.67033,
21708.28,-82.5835,
