X (Hz),Y (dBV),
21059.7,-72.91244,
21078.78,-72.73774,
21097.85,-72.77892,
21116.93,-73.32343,
21136,-72.04446,
21155.08,-72.49574,
21174.15,-72.61533,
21193.23,-72.35949,
21212.31,-72.24568,
21231.38,-71.82921,
21250.46,-72.00428,
21269.53,-71.93162,
21288.61,-72.02324,
21307.69,-72.04636,
21326.76,-71.79227,
21345.84,-71.20742,
21364.91,-71.17893,
21383.99,-71.15099,
21403.06,-70.96571,
21422.14,-71.14289,
21441.22,-70.79427,
21460.29,-70.27319,
21479.37,-69.94777,
21498.44,-69.67735,
21517.52,-69.88577,
21536.6,-69.15532,
21555.67,-68.95772,
21574.75,-68.43609,
21593.82,-68.40614,
21612.9,-67.82819,
21631.97,-66.58985,
21651.05,-66.72343,
21670.13,-66.09729,
21689.2,-65.54707,
21708.28,-64.77722,
21727.35,-69.25556,
21746.43,-61.75153,
21765.51,-60.50891,
21784.58,-58.54222,
21803.66,-54.91488,
21822.73,-45.55431,
21841.81,-52.12543,
21860.88,-59.91365,
21879.96,-58.31982,
21899.04,-53.51013,
21918.11,-44.99743,
21937.19,-40.85009,
21956.26,-52.14441,
21975.34,-56.84336,
21994.41,-60.65346,
22013.49,-61.83575,
22032.57,-44.58327,
22051.64,-59.21056,
22070.72,-61.72157,
22089.79,-63.95364,
22108.87,-64.51766,
22127.95,-61.40174,
22147.02,-68.24988,
22166.1,-68.44382,
