X (Hz),Y (dBV),
14573.92,-73.93235,
14593,-73.93169,
14612.07,-73.97447,
14631.15,-73.94164,
14650.23,-73.96272,
14669.3,-73.9947,
14688.38,-73.99655,
14707.45,-73.99023,
14726.53,-73.99011,
14745.61,-74.01431,
14764.68,-74.02869,
14783.76,-74.05367,
14802.83,-74.00697,
14821.91,-74.06868,
14840.98,-74.09707,
14860.06,-74.09748,
14879.14,-74.09852,
14898.21,-74.11029,
14917.29,-74.13669,
14936.36,-74.14175,
14955.44,-74.15368,
14974.51,-74.16104,
14993.59,-74.14529,
15012.67,-74.18166,
15031.74,-74.21645,
15050.82,-74.20333,
15069.89,-74.20715,
15088.97,-74.21921,
15108.05,-74.2241,
15127.12,-74.2401,
15146.2,-74.2681,
15165.27,-74.27907,
15184.35,-74.2962,
15203.42,-74.28327,
15222.5,-74.33532,
15241.58,-74.27824,
15260.65,-74.33539,
15279.73,-74.32513,
15298.8,-74.32723,
15317.88,-74.3588,
15336.96,-74.36404,
15356.03,-74.37045,
15375.11,-74.4138,
15394.18,-74.43242,
15413.26,-74.38397,
15432.33,-74.38742,
15451.41,-74.41838,
15470.49,-74.4263,
15489.56,-74.52081,
15508.64,-74.35126,
15527.71,-74.42645,
15546.79,-74.43681,
15565.87,-74.4678,
15584.94,-74.39767,
15604.02,-74.4621,
15623.09,-74.6585,
15642.17,-74.54598,
15661.24,-74.5294,
15680.32,-74.54501,
15699.4,-74.52493,
15718.47,-74.5807,
15737.55,-74.63315,
15756.62,-74.6078,
15775.7,-74.61015,
15794.78,-74.53757,
15813.85,-74.63289,
15832.93,-74.72164,
15852,-74.7034,
15871.08,-74.70376,
15890.15,-74.68783,
15909.23,-74.73055,
15928.31,-74.65347,
15947.38,-74.7075,
15966.46,-74.69254,
15985.53,-74.71873,
16004.61,-74.74472,
16023.68,-74.73168,
16042.76,-74.7895,
16061.84,-74.78413,
16080.91,-74.78181,
16099.99,-74.73649,
16119.06,-74.78252,
16138.14,-74.83239,
16157.22,-74.82509,
16176.29,-74.83938,
16195.37,-74.86297,
16214.44,-74.86015,
16233.52,-74.83903,
16252.59,-74.88538,
16271.67,-74.8858,
16290.75,-74.91013,
16309.82,-74.93539,
16328.9,-74.89243,
16347.97,-74.91492,
16367.05,-74.93201,
16386.13,-74.95773,
16405.2,-74.92156,
16424.28,-74.96671,
16443.35,-74.99829,
16462.43,-74.95154,
16481.5,-74.9581,
16500.58,-75.00385,
16519.66,-75.01189,
16538.73,-74.99591,
16557.81,-75.0276,
16576.88,-75.04614,
16595.96,-75.06635,
16615.04,-75.06586,
16634.11,-75.06693,
16653.19,-75.08673,
16672.26,-75.07883,
16691.34,-75.11453,
16710.41,-75.08241,
16729.49,-75.10677,
16748.57,-75.13127,
16767.64,-75.16064,
16786.72,-75.14085,
16805.79,-75.14566,
16824.87,-75.15218,
16843.95,-75.16573,
16863.02,-75.19759,
16882.1,-75.17587,
16901.17,-75.23701,
16920.25,-75.20776,
16939.32,-75.2393,
16958.4,-75.26996,
16977.47,-75.2379,
16996.55,-75.24541,
17015.63,-75.25803,
17034.7,-75.29235,
17053.78,-75.27978,
17072.86,-75.31639,
17091.93,-75.28336,
17111.01,-75.33131,
17130.08,-75.30488,
17149.16,-75.31921,
17168.23,-75.35253,
17187.31,-75.32219,
17206.38,-75.40068,
17225.46,-75.38756,
17244.54,-75.36752,
